"TimeCreated","EventId","Device","Message"
"7/9/2026 8:59:06 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:06 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:06 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:06 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:06 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:07 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:08 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:09 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:09 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:09 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:09 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:10 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:10 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:10 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:11 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:11 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:11 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:11 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:11 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:12 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:12 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:12 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:12 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:12 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:13 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:14 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:15 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:16 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:16 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:16 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:16 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:16 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:17 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:18 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:34 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:34 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:34 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:34 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:35 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:35 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:35 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:36 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:36 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:36 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:36 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:37 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:38 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:38 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:38 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:38 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:38 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:39 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:40 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:40 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:41 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:41 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:41 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:42 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:43 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:43 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:43 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:43 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:43 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:44 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:44 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:44 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:44 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:45 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:45 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:45 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:45 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:46 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:47 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:47 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:47 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:47 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:47 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:48 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:49 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:49 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:49 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/9/2026 8:59:49 PM","7","\Device\Harddisk0\DR0","The device; \Device\Harddisk0\DR0; has a bad block."
"7/11/2026 5:39:58 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:39:59 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:39:59 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:39:59 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:39:59 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:39:59 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:00 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:00 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:00 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:08 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:09 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:09 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:10 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:11 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:12 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:12 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:14 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:14 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:14 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:15 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:16 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:17 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:18 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:18 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 5:40:18 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:04 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:04 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:05 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:05 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:05 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:05 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:06 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:06 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:06 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:06 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
"7/11/2026 11:33:06 PM","7","\Device\Harddisk1\DR1","The device; \Device\Harddisk1\DR1; has a bad block."
